NIT,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte,id_razon_social,id_supervisor
800000946,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4649,COMERCIO,$1.42,$0.03,$0.69,$0.42,$0.27,2022,157,1
830025448,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6492,SERVICIOS,$1.39,$1.18,$14.91,$1.76,$13.14,2022,158,0
800148312,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1061,MANUFACTURA,$1.39,$0.02,$0.51,$0.47,$0.04,2022,159,1
890300431,Costa Pacífica,VALLE,YUMBO-VALLE,2731,MANUFACTURA,$1.39,$0.00,$0.94,$0.78,$0.16,2022,160,1
860015753,Antioquia,ANTIOQUIA,BARBOSA-ANTIOQUIA,1709,MANUFACTURA,$1.37,-$0.16,$2.34,$1.16,$1.17,2022,161,1
860074450,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1089,MANUFACTURA,$1.37,$0.00,$1.44,$0.66,$0.78,2022,162,1
890101815,Costa Pacífica,VALLE,YUMBO-VALLE,2023,MANUFACTURA,$1.37,$0.06,$0.65,$0.36,$0.28,2022,163,1
830018214,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4651,COMERCIO,$1.36,$0.01,$0.42,$0.38,$0.04,2022,164,1
830037774,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,510,MINERO,$1.36,$0.36,$1.08,$0.25,$0.83,2022,165,1
819004712,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,1032,MANUFACTURA,$1.35,$0.12,$1.33,$1.04,$0.29,2022,166,1
805001157,Costa Pacífica,VALLE,CALI-VALLE,8430,SERVICIOS,$1.35,-$0.27,$0.29,$0.79,-$0.50,2022,167,2
860013771,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2229,MANUFACTURA,$1.34,$0.07,$1.66,$1.05,$0.61,2022,168,1
900104517,Bogotá - Cundinamarca,CUNDINAMARCA,FACATATIVA-CUNDINAMARCA,2029,MANUFACTURA,$1.34,$0.08,$0.46,$0.23,$0.23,2022,169,1
811025289,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4799,COMERCIO,$1.34,$0.07,$0.44,$0.24,$0.21,2022,170,1
890324177,Costa Pacífica,VALLE,CALI-VALLE,8621,SERVICIOS,$1.33,$0.11,$1.61,$0.63,$0.98,2022,171,2
811011779,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7710,SERVICIOS,$1.33,$0.14,$2.91,$2.34,$0.57,2022,172,1
890900281,Antioquia,ANTIOQUIA,COPACABANA -ANTIOQUIA,2750,MANUFACTURA,$1.33,$0.04,$0.97,$0.63,$0.34,2022,173,1
860051812,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,$1.33,$0.02,$0.87,$0.30,$0.56,2022,174,1
900118612,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4662,COMERCIO,$1.32,$0.01,$0.03,$0.00,$0.03,2022,175,1
901351676,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7010,SERVICIOS,$1.31,$1.29,$11.72,$0.03,$11.69,2022,176,1
900134430,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6190,SERVICIOS,$1.31,$0.02,$0.97,$0.92,$0.05,2022,177,1
891300238,Costa Pacífica,VALLE,CALI-VALLE,1071,MANUFACTURA,$1.30,$0.23,$1.39,$0.57,$0.82,2022,178,1
830078966,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$1.27,$0.10,$0.71,$0.28,$0.43,2022,179,1
900335237,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$1.27,$0.15,$2.06,$0.62,$1.44,2022,180,1
800249942,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8299,SERVICIOS,$1.27,$1.18,$9.26,$3.01,$6.25,2022,181,1
860000452,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1312,MANUFACTURA,$1.27,$0.05,$1.45,$1.09,$0.36,2022,182,1
830065063,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4644,COMERCIO,$1.27,$0.05,$0.54,$0.43,$0.11,2022,183,1
890400869,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,3520,SERVICIOS,$1.26,$0.11,$1.90,$1.09,$0.81,2022,184,0
800091549,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4651,COMERCIO,$1.25,$0.01,$0.42,$0.36,$0.06,2022,185,1
890800718,Eje Cafetero,CALDAS,MANIZALES-CALDAS,4690,COMERCIO,$1.25,$0.06,$1.01,$0.49,$0.51,2022,186,1
860001307,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$1.25,$0.10,$0.99,$0.47,$0.52,2022,187,1
860002175,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,$1.25,-$0.05,$1.64,$0.39,$1.25,2022,188,1
900561761,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4651,COMERCIO,$1.23,$0.00,$0.64,$0.55,$0.09,2022,189,1
890903024,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,$1.23,$0.07,$1.09,$0.83,$0.26,2022,190,1
815000863,Costa Pacífica,VALLE,BUGA-VALLE,145,AGROPECUARIO,$1.22,$0.08,$0.48,$0.17,$0.30,2022,191,1
890301960,Costa Pacífica,VALLE,YUMBO-VALLE,1701,MANUFACTURA,$1.22,$0.07,$1.02,$0.59,$0.43,2022,192,1
900319372,Costa Atlántica,CORDOBA,CIENAGA DE ORO-CORDOBA,1011,MANUFACTURA,$1.21,-$0.07,$0.59,$0.50,$0.09,2022,193,1
900473830,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4661,COMERCIO,$1.21,$0.01,$0.39,$0.37,$0.02,2022,194,1
900136638,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1103,MANUFACTURA,$1.21,$0.24,$1.30,$0.70,$0.60,2022,195,1
800185295,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4111,CONSTRUCCIÓN,$1.20,$0.05,$3.93,$2.62,$1.32,2022,196,1
900023333,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6190,SERVICIOS,$1.19,$1.34,$6.75,$0.09,$6.66,2022,197,1
830002366,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1081,MANUFACTURA,$1.19,$0.00,$0.79,$0.45,$0.34,2022,198,1
860014659,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2013,MANUFACTURA,$1.17,$0.02,$0.60,$0.38,$0.22,2022,199,1
890302594,Costa Pacífica,VALLE,CALI-VALLE,1071,MANUFACTURA,$1.17,$0.22,$1.75,$0.92,$0.83,2022,200,0
900553170,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,1104,MANUFACTURA,$1.16,$0.08,$1.05,$0.32,$0.73,2022,201,1
900411999,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4620,COMERCIO,$1.16,-$0.00,$0.20,$0.23,-$0.03,2022,202,1
860004922,Bogotá - Cundinamarca,CUNDINAMARCA,CAJICA-CUNDINAMARCA,1040,MANUFACTURA,$1.15,-$0.01,$0.64,$0.59,$0.05,2022,203,1
901174177,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4664,COMERCIO,$1.15,$0.00,$0.66,$0.65,$0.01,2022,204,1
890900118,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,2310,MANUFACTURA,$1.15,$0.35,$1.37,$0.63,$0.75,2022,205,1
890106527,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,2100,MANUFACTURA,$1.13,$0.04,$1.97,$1.64,$0.33,2022,206,1
830039670,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6511,SERVICIOS,$1.13,-$0.05,$0.76,$0.32,$0.43,2022,207,2
800206842,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,$1.13,$0.05,$0.78,$0.27,$0.51,2022,208,1
900203441,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4930,SERVICIOS,$1.13,$0.52,$1.41,$0.59,$0.82,2022,209,1
860056150,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4664,COMERCIO,$1.12,$0.02,$0.59,$0.51,$0.09,2022,210,1
830012157,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7020,SERVICIOS,$1.12,$0.29,$0.67,$0.16,$0.50,2022,211,1
800141506,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4620,COMERCIO,$1.11,$0.05,$0.89,$0.48,$0.40,2022,212,1
900780755,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$1.10,$0.09,$0.47,$0.38,$0.09,2022,213,1
901249413,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,3091,MANUFACTURA,$1.09,-$0.02,$0.93,$0.84,$0.09,2022,214,1
860003216,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$1.09,$0.02,$0.74,$0.32,$0.43,2022,215,1
800134853,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,2013,MANUFACTURA,$1.09,$0.29,$0.58,$0.14,$0.45,2022,216,1
900277370,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4741,COMERCIO,$1.08,$0.03,$0.19,$0.18,$0.01,2022,217,1
890801748,Eje Cafetero,CALDAS,MANIZALES-CALDAS,2750,MANUFACTURA,$1.08,$0.02,$0.59,$0.33,$0.26,2022,218,1
900232454,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTÁ-BOGOTA D.C.,5111,SERVICIOS,$1.08,-$0.04,$3.07,$2.53,$0.53,2022,219,3
900114676,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4661,COMERCIO,$1.08,$0.03,$0.16,$0.15,$0.01,2022,220,1
900203461,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1910,MANUFACTURA,$1.07,$0.08,$0.35,$0.26,$0.09,2022,221,1
890333023,Costa Pacífica,VALLE,YUMBO-VALLE,2410,MANUFACTURA,$1.07,$0.10,$0.46,$0.21,$0.25,2022,222,1
800106339,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6521,SERVICIOS,$1.06,$0.11,$0.61,$0.41,$0.20,2022,223,2
900891350,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4661,COMERCIO,$1.06,-$0.00,$0.15,$0.15,$0.00,2022,224,1
800048943,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,2221,MANUFACTURA,$1.06,$0.01,$1.49,$0.99,$0.50,2022,225,1
900218578,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6201,SERVICIOS,$1.06,$0.04,$0.48,$0.31,$0.17,2022,226,1
890918965,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,4620,COMERCIO,$1.06,$0.01,$0.54,$0.36,$0.17,2022,227,1
860026753,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2592,MANUFACTURA,$1.05,-$0.04,$0.88,$0.55,$0.32,2022,228,1
860025674,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6020,SERVICIOS,$1.05,$0.13,$1.31,$0.57,$0.74,2022,229,0
860002538,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$1.05,$0.01,$0.64,$0.48,$0.16,2022,230,1
811017000,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,1410,MANUFACTURA,$1.05,$0.02,$0.42,$0.38,$0.04,2022,231,1
890102110,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,1031,MANUFACTURA,$1.05,$0.05,$0.44,$0.26,$0.18,2022,232,1
890916575,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4632,COMERCIO,$1.05,$0.03,$0.59,$0.47,$0.12,2022,233,1
830067394,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6209,SERVICIOS,$1.04,-$0.16,$0.36,$0.36,-$0.01,2022,234,1
890901110,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4220,CONSTRUCCIÓN,$1.03,$0.05,$3.02,$1.55,$1.47,2022,235,0
900320612,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6209,SERVICIOS,$1.03,$0.05,$0.91,$0.64,$0.26,2022,236,1
830113598,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4799,COMERCIO,$1.02,$0.90,$9.19,$2.64,$6.55,2022,237,1
891300529,Costa Pacífica,VALLE,BUGA-VALLE,1032,MANUFACTURA,$1.02,$0.03,$0.54,$0.33,$0.21,2022,238,1
890901672,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,1410,MANUFACTURA,$1.02,$0.06,$0.92,$0.55,$0.36,2022,239,1
860020058,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$1.01,$0.06,$0.27,$0.18,$0.09,2022,240,1
900219353,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4620,COMERCIO,$1.01,-$0.00,$0.26,$0.25,$0.01,2022,241,1
860020439,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,2012,MANUFACTURA,$1.01,-$0.09,$1.55,$0.97,$0.58,2022,242,1
891410137,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,3091,MANUFACTURA,$0.99,$0.06,$0.75,$0.20,$0.55,2022,243,1
805006014,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6020,SERVICIOS,$0.99,-$0.07,$0.65,$0.38,$0.26,2022,244,1
891300241,Costa Pacífica,VALLE,PALMIRA-VALLE,1071,MANUFACTURA,$0.99,$0.10,$1.52,$0.87,$0.65,2022,245,1
900326523,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2012,MANUFACTURA,$0.98,$0.02,$0.47,$0.26,$0.21,2022,246,1
900237877,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4620,COMERCIO,$0.97,-$0.01,$0.18,$0.08,$0.10,2022,247,1
860350697,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2395,MANUFACTURA,$0.97,-$0.00,$0.67,$0.48,$0.19,2022,248,1
830008524,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4923,SERVICIOS,$0.97,$0.08,$0.23,$0.16,$0.07,2022,249,1
860002576,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4659,COMERCIO,$0.95,-$0.01,$0.95,$0.65,$0.29,2022,250,1
900580962,Centro - Oriente,SANTANDER,GIRON-SANTANDER,4645,COMERCIO,$0.95,$0.03,$0.37,$0.23,$0.14,2022,251,2
860002590,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4664,COMERCIO,$0.95,$0.03,$0.56,$0.40,$0.16,2022,252,1
891401858,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,145,AGROPECUARIO,$0.95,$0.03,$0.61,$0.29,$0.32,2022,253,1
860002134,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.95,$0.04,$0.87,$0.24,$0.62,2022,254,1
900174478,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1061,MANUFACTURA,$0.94,$0.00,$0.27,$0.25,$0.02,2022,255,1
900147693,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,2029,MANUFACTURA,$0.94,$0.08,$0.23,$0.12,$0.11,2022,256,1
811009244,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2421,MANUFACTURA,$0.94,-$0.00,$0.24,$0.23,$0.02,2022,257,1
892300678,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4773,COMERCIO,$0.94,$0.03,$0.46,$0.34,$0.12,2022,258,1
900047822,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4661,COMERCIO,$0.93,-$0.01,$0.17,$0.08,$0.10,2022,259,1
900806600,Costa Atlántica,ATLANTICO,SOLEDAD-ATLANTICO,3312,MANUFACTURA,$0.93,$0.08,$0.90,$0.66,$0.23,2022,260,1
860039561,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.93,$0.04,$0.66,$0.36,$0.30,2022,261,1
860516806,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1410,MANUFACTURA,$0.93,$0.01,$1.18,$0.95,$0.23,2022,262,1
800087795,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2021,MANUFACTURA,$0.93,$0.07,$0.92,$0.36,$0.56,2022,263,1
830010337,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.92,$0.04,$0.69,$0.21,$0.48,2022,264,1
860000898,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1061,MANUFACTURA,$0.92,-$0.00,$0.30,$0.25,$0.05,2022,265,1
830006735,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1051,MANUFACTURA,$0.92,$0.04,$0.58,$0.41,$0.17,2022,266,1
900015051,Costa Pacífica,VALLE,PALMIRA-VALLE,2029,MANUFACTURA,$0.91,$0.14,$0.69,$0.35,$0.34,2022,267,1
900601327,Centro - Oriente,BOYACA,ALMEIDA-BOYACA-BOYACA,2410,MANUFACTURA,$0.91,$0.05,$0.42,$0.26,$0.15,2022,268,1
900166896,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,2910,MANUFACTURA,$0.91,-$0.01,$0.31,$0.24,$0.07,2022,269,1
830129327,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4773,COMERCIO,$0.91,$0.03,$0.53,$0.42,$0.11,2022,270,1
811028650,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4752,COMERCIO,$0.91,$0.06,$0.58,$0.42,$0.15,2022,271,1
800221789,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2023,MANUFACTURA,$0.91,$0.06,$0.91,$0.49,$0.41,2022,272,1
890902070,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4669,COMERCIO,$0.90,$0.00,$0.10,$0.03,$0.07,2022,273,1
900462511,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4632,COMERCIO,$0.90,$0.12,$1.13,$0.53,$0.59,2022,274,1
890900050,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6613,MANUFACTURA,$0.90,$0.88,$11.09,$0.14,$10.95,2022,275,0
860009808,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2394,MANUFACTURA,$0.89,$0.07,$0.89,$0.44,$0.45,2022,276,1
890900148,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2022,MANUFACTURA,$0.89,$0.08,$0.83,$0.42,$0.41,2022,277,1
860005050,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2229,MANUFACTURA,$0.89,$0.07,$0.55,$0.20,$0.35,2022,278,1
830035246,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4741,COMERCIO,$0.89,-$0.01,$0.69,$0.68,$0.02,2022,279,1
811007832,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8699,SERVICIOS,$0.89,-$0.00,$0.36,$0.32,$0.05,2022,280,2
890922447,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4210,CONSTRUCCIÓN,$0.89,-$0.07,$2.45,$1.46,$0.99,2022,281,0
900226684,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4661,COMERCIO,$0.89,$0.00,$0.29,$0.20,$0.08,2022,282,1
805003626,Costa Pacífica,VALLE,YUMBO-VALLE,1410,MANUFACTURA,$0.88,$0.07,$0.62,$0.38,$0.25,2022,283,1
860509514,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$0.88,$0.07,$0.66,$0.55,$0.11,2022,284,1
860002392,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.88,$0.01,$0.56,$0.37,$0.19,2022,285,1
800068713,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4930,SERVICIOS,$0.87,$0.43,$0.79,$0.30,$0.49,2022,286,1
811043174,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4661,COMERCIO,$0.86,$0.01,$0.16,$0.09,$0.07,2022,287,1
900373092,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4210,CONSTRUCCIÓN,$0.86,$0.00,$2.69,$2.63,$0.06,2022,288,1
901121179,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,2599,MANUFACTURA,$0.86,$0.06,$1.13,$0.91,$0.21,2022,289,1
890301463,Costa Pacífica,VALLE,CALI-VALLE,2100,MANUFACTURA,$0.86,$0.02,$0.97,$0.41,$0.57,2022,290,1
890102768,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,8621,SERVICIOS,$0.86,$0.08,$0.79,$0.29,$0.50,2022,291,2
800236937,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6020,SERVICIOS,$0.85,$0.04,$0.51,$0.43,$0.07,2022,292,1
891400378,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,1709,MANUFACTURA,$0.85,$0.00,$0.80,$0.54,$0.26,2022,293,1
860503159,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4771,COMERCIO,$0.84,$0.04,$0.38,$0.29,$0.09,2022,294,1
800041829,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,$0.84,$0.03,$0.26,$0.16,$0.10,2022,295,1
805028041,Costa Pacífica,VALLE,CALI-VALLE,4711,COMERCIO,$0.84,$0.02,$0.36,$0.26,$0.10,2022,296,1
900164755,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,2394,MANUFACTURA,$0.84,$0.12,$1.66,$0.16,$1.50,2022,297,1
890925215,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,1709,MANUFACTURA,$0.83,$0.05,$0.79,$0.44,$0.36,2022,298,1
802019339,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2021,MANUFACTURA,$0.83,$0.03,$1.14,$0.90,$0.24,2022,299,1
890900168,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1103,MANUFACTURA,$0.83,$0.25,$1.57,$0.93,$0.64,2022,300,1
860507033,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8110,SERVICIOS,$0.83,$0.03,$0.30,$0.18,$0.12,2022,301,5
890319047,Costa Pacífica,VALLE,CALI-VALLE,2229,MANUFACTURA,$0.82,$0.24,$1.45,$0.32,$1.12,2022,302,0
900294369,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6209,SERVICIOS,$0.82,$0.01,$0.04,$0.03,$0.01,2022,303,1
890307200,Costa Pacífica,VALLE,CALI-VALLE,8610,SERVICIOS,$0.82,$0.04,$1.06,$0.73,$0.33,2022,304,2
890208788,Centro - Oriente,SANTANDER,FLORIDABLANCA-SANTANDER,4645,COMERCIO,$0.82,$0.01,$0.59,$0.42,$0.17,2022,305,1
805009741,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6511,SERVICIOS,$0.82,$0.01,$0.33,$0.30,$0.04,2022,306,2
901131909,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,2410,MANUFACTURA,$0.82,-$0.03,$0.77,$0.59,$0.18,2022,307,1
900235088,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$0.81,$0.32,$1.00,$0.65,$0.36,2022,308,1
900268901,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,510,MINERO,$0.81,$0.26,$1.10,$0.94,$0.15,2022,309,1
900785905,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4632,COMERCIO,$0.80,-$0.10,$0.83,$0.61,$0.23,2022,310,1
811012271,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6613,SERVICIOS,$0.80,$1.06,$34.02,$6.32,$27.70,2022,311,0
800003765,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8610,SERVICIOS,$0.80,$0.16,$0.53,$0.33,$0.20,2022,312,2
890101176,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4632,COMERCIO,$0.80,$0.03,$0.38,$0.27,$0.10,2022,313,1
900464054,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6613,SERVICIOS,$0.80,$0.44,$16.64,$4.15,$12.49,2022,314,1
860069497,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$0.79,$0.03,$0.32,$0.22,$0.10,2022,315,1
